nodeID,nodeLabel
0,2708910049
1,1967683524
2,2184282869
3,2401231216
4,2202722980
5,2147749467
6,2031511062
7,2889260319
8,2787844755
9,80234580
10,2762325060
11,2073258912
12,3208518836
13,2505131887
14,2730078178
15,2772231905
16,2284844172
17,196892631
18,2146993257
19,2144687818
20,2956767970
21,2919517010
22,2146808385
23,1459615554
24,3045874796
25,2072118359
26,3013436849
27,843538412
28,2888945966
29,2589477627
30,2168915712
31,2290783335
32,217647588
33,1249087476
34,2793580157
35,1970324047
36,3096834858
37,3156033228
38,2109030632
39,3097727134
40,2767958133
41,2031365815
42,222347150
43,2085754507
44,2405075229
45,336521046
46,2603727923
47,2938473249
48,2656164709
49,2160229950
50,2095897040
51,2783252809
52,1243857141
53,2306637130
54,87033770
55,2762671708
56,2997760568
57,2165997674
58,1747574842
59,89210159
60,2144439743
61,2107639702
62,1838761128
63,2119751722
64,2115124808
65,2088475721
66,2116228223
67,2420979879
68,2160407975
69,2900952461
70,2159735103
71,2143918670
72,2013816069
73,2758224755
74,2757818120
75,2781747238
76,1734352583
77,2007497975
78,2014647324
79,2178734671
80,2710308259
81,1755255714
82,2760562599
83,1984643998
84,1245677852
85,2223298102
86,1969348948
87,1931595785
88,2627975799
89,2963365989
90,2055215937
91,1208998086
92,2433945580
93,2075733359
94,2019334566
95,2751232208
96,2436706515
97,2790812546
98,2762729855
99,1850772891
100,2193088610
101,1964817952
102,2165165044
103,1247987006
104,1970549609
105,114551287
106,2652162475
107,3081876510
108,2227858171
109,2137278903
110,3039175499
111,2125724811
112,3012087893
113,2582996137
114,2015025544
115,2011449744
116,2033643122
117,2716548580
118,3038120432
119,2773963518
120,2316476455
121,2032006660
122,2136013954
123,243836399
124,2777184931
125,2115209729
126,2936900160
127,2513742135
128,2975190525
129,2158149580
130,2575199742
131,2299739207
132,2237546627
133,2631217459
134,1998795008
135,3098890848
136,2801522760
137,2794222363
138,185365466
139,240196232
140,2801827595
141,2132232111
142,1310713929
143,2552253590
144,1976866563
145,2156038360
146,1946361657
147,2559339929
148,2035251338
149,3016597540
150,2119698260
151,2113092053
152,2108893364
153,2905145650
154,2222607617
155,3124885924
156,2017156916
157,2026239133
158,2535595223
159,2514088881
160,2116713972
161,2507963215
162,2002139524
163,1843607284
164,2609790796
165,2163319504
166,2038006156
167,2896096475
168,2126371258
169,2143752183
170,2667504067
171,2110546734
172,3034131049
173,334358425
174,2622335329
175,2300853428
176,2789956121
177,2608056624
178,24966663
