source,target
4588,7632
4588,4640
4588,5162
4588,5160
4588,7065
4588,6501
4588,8981
4588,7376
4588,6749
4588,5816
4588,5946
4588,8397
4588,8923
4588,8375
4588,6131
4588,4876
4588,6041
4588,6186
4588,8191
4588,7253
4588,8783
4588,8695
4588,4761
4588,5546
4588,6943
4588,6544
4588,7995
4588,7784
4588,5604
4588,6616
4588,7342
4588,7243
4588,6908
4588,5006
4588,7373
10,5022
359,5022
517,5022
1025,5022
1194,5022
1300,5022
1391,5022
1744,5022
1830,5022
3071,5022
3684,5022
3780,5022
4144,5022
5022,5164
5022,5349
5022,6012
5022,7908
5022,7068
5022,5537
5022,5906
5022,6538
5022,9088
5022,7549
5022,5312
5022,6426
264,5337
269,5337
271,5337
721,5337
796,5337
1249,5337
1387,5337
1653,5337
1837,5337
2457,5337
2472,5337
2954,5337
3193,5337
3202,5337
3344,5337
3369,5337
3539,5337
3732,5337
3832,5337
3860,5337
4160,5337
4275,5337
4350,5337
4494,5337
4555,5337
4600,5337
4675,5337
4818,5337
4871,5337
5020,5337
5053,5337
5123,5337
5337,7258
5337,8382
5337,6181
5337,6204
5337,8618
5337,5844
5337,8982
5337,8728
5337,6304
5337,6209
5337,8584
5337,7482
5337,8332
5337,6268
5337,6028
5337,7864
5337,8123
5337,7189
5337,5612
5337,6498
5337,9216
5337,7088
5337,5641
5337,8472
117,4448
197,4448
369,4448
452,4448
766,4448
891,4448
1357,4448
1686,4448
1751,4448
1857,4448
2737,4448
2898,4448
3065,4448
3512,4448
3555,4448
4015,4448
4338,4448
4448,4697
4448,5890
4448,8576
4448,5365
4448,5496
4448,6151
4448,8288
4448,7491
4448,6292
4448,5626
4448,5629
4448,8060
4448,8907
4448,8842
4448,4448
1593,5334
4009,5334
4326,5334
5334,6584
5334,7410
5334,5949
5334,8728
5334,6365
5334,8329
349,7484
482,7484
534,7484
631,7484
1632,7484
1670,7484
1725,7484
1745,7484
1889,7484
1965,7484
2137,7484
3217,7484
3479,7484
3787,7484
4336,7484
5471,7484
6406,7484
6611,7484
6638,7484
6747,7484
7177,7484
7484,8546
7484,7895
7484,7805
7484,7943
38,3565
92,3565
175,3565
431,3565
510,3565
529,3565
614,3565
623,3565
659,3565
681,3565
699,3565
798,3565
930,3565
962,3565
969,3565
976,3565
1065,3565
1110,3565
1111,3565
1116,3565
1170,3565
1216,3565
1235,3565
1283,3565
1308,3565
1350,3565
1415,3565
1436,3565
1496,3565
1534,3565
1715,3565
1782,3565
1827,3565
1873,3565
1894,3565
1931,3565
2154,3565
2333,3565
2455,3565
2459,3565
2509,3565
2824,3565
2863,3565
3097,3565
3129,3565
3140,3565
3179,3565
3322,3565
3400,3565
3440,3565
3486,3565
3493,3565
3556,3565
3564,3565
3565,8783
3565,5662
3565,7376
3565,4458
3565,8021
3565,9042
3565,4758
3565,8247
3565,3700
3565,7466
3565,3654
3565,7946
3565,7170
3565,5831
3565,7892
3565,7920
3565,6392
3565,4670
3565,8230
3565,8396
3565,4623
3565,7323
3565,4860
3565,6636
3565,4428
3565,7022
3565,4314
3565,7742
3565,6435
3565,4707
3565,7992
3565,5242
3565,8584
3565,4151
3565,6647
3565,7811
3565,7729
3565,8364
3565,7475
3565,8503
3565,9090
3565,6802
3565,5162
3565,5100
3565,6337
3565,6579
3565,7174
3565,3937
3565,9036
3565,5163
3565,4761
3565,5546
3565,6723
3565,6029
3565,4693
3565,5752
3565,4431
3565,6965
3565,6067
3565,4078
3565,4602
3565,8526
3565,3570
3565,8962
3565,8006
3565,4237
3565,8268
3565,7633
3565,4910
3565,6449
3565,6623
3565,8491
3565,7280
3565,6041
3565,4142
3565,7243
3565,5220
3565,9219
3565,7790
3565,7357
3565,9133
3565,5241
3565,8016
3565,7308
3565,8968
3565,4978
3565,4861
3565,8602
3565,4914
3565,5089
3565,3994
3565,4768
124,1607
1343,1607
1607,7271
1607,5502
1607,6149
1607,6946
1607,4083
1607,8758
1607,4336
1607,7169
744,1696
794,1696
997,1696
1477,1696
1627,1696
1696,1698
1696,6212
1696,7014
1696,5774
1696,3954
1696,9211
1696,2897
1696,7154
1696,3409
1696,7667
1696,5881
1696,4679
1696,6680
1696,7288
1696,6935
1696,7846
1696,6794
17,6181
258,6181
269,6181
270,6181
271,6181
347,6181
366,6181
407,6181
498,6181
584,6181
614,6181
641,6181
706,6181
721,6181
722,6181
796,6181
798,6181
803,6181
851,6181
1036,6181
1249,6181
1387,6181
1501,6181
1509,6181
1534,6181
1564,6181
1614,6181
1616,6181
1653,6181
1714,6181
1837,6181
1886,6181
1905,6181
1951,6181
2154,6181
2290,6181
2419,6181
2457,6181
2472,6181
2477,6181
2599,6181
2620,6181
2661,6181
2698,6181
2774,6181
2791,6181
2954,6181
2963,6181
3049,6181
3069,6181
3189,6181
3193,6181
3202,6181
3211,6181
3344,6181
3363,6181
3369,6181
3373,6181
3456,6181
3538,6181
3539,6181
3732,6181
3737,6181
3832,6181
3860,6181
3917,6181
3988,6181
4160,6181
4174,6181
4275,6181
4314,6181
4350,6181
4555,6181
4588,6181
4599,6181
4600,6181
4640,6181
4664,6181
4675,6181
4707,6181
4818,6181
4871,6181
5020,6181
5053,6181
5123,6181
5160,6181
5162,6181
5242,6181
5337,6181
5394,6181
5416,6181
5475,6181
5541,6181
5580,6181
5612,6181
5768,6181
5813,6181
5844,6181
5853,6181
6021,6181
6028,6181
6102,6181
6181,6245
6181,8320
6181,6952
6181,7170
6181,8050
6181,9030
6181,8582
6181,9082
6181,7323
6181,6874
6181,7557
6181,6832
6181,8962
6181,7130
6181,8584
6181,8038
6181,7537
6181,7632
6181,7065
6181,6501
6181,8981
6181,7258
6181,8382
6181,6204
6181,8618
6181,8982
6181,8728
6181,6304
6181,6209
6181,7482
6181,8332
6181,6268
6181,7864
6181,8123
6181,7189
6181,6498
6181,9216
6181,6901
6181,8730
6181,6270
6181,6789
6181,6875
6181,9089
6181,7032
6181,7683
6181,6383
6181,7922
6181,6242
6181,8708
6181,7104
6181,8771
6181,6871
6181,6301
6181,7245
6181,6954
38,8247
92,8247
175,8247
221,8247
431,8247
510,8247
529,8247
614,8247
623,8247
659,8247
681,8247
699,8247
798,8247
930,8247
962,8247
969,8247
976,8247
1055,8247
1065,8247
1110,8247
1111,8247
1116,8247
1170,8247
1206,8247
1216,8247
1235,8247
1283,8247
1308,8247
1350,8247
1415,8247
1436,8247
1496,8247
1534,8247
1635,8247
1715,8247
1726,8247
1782,8247
1827,8247
1873,8247
1894,8247
1931,8247
2077,8247
2154,8247
2333,8247
2455,8247
2459,8247
2509,8247
2601,8247
2690,8247
2824,8247
2863,8247
2980,8247
3097,8247
3129,8247
3140,8247
3179,8247
3322,8247
3400,8247
3440,8247
3486,8247
3493,8247
3556,8247
3564,8247
3565,8247
3570,8247
3654,8247
3691,8247
3700,8247
3760,8247
3875,8247
3937,8247
3994,8247
4078,8247
4142,8247
4151,8247
4237,8247
4314,8247
4428,8247
4431,8247
4458,8247
4499,8247
4602,8247
4623,8247
4670,8247
4693,8247
4707,8247
4713,8247
4758,8247
4761,8247
4768,8247
4860,8247
4861,8247
4910,8247
4914,8247
4978,8247
4996,8247
5089,8247
5100,8247
5162,8247
5163,8247
5220,8247
5241,8247
5242,8247
5425,8247
5546,8247
5662,8247
5752,8247
5831,8247
5836,8247
6001,8247
6029,8247
6041,8247
6067,8247
6337,8247
6392,8247
6435,8247
6449,8247
6475,8247
6579,8247
6612,8247
6623,8247
6636,8247
6647,8247
6659,8247
6723,8247
6750,8247
6802,8247
6965,8247
7022,8247
7166,8247
7170,8247
7174,8247
7237,8247
7243,8247
7280,8247
7308,8247
7323,8247
7357,8247
7376,8247
7466,8247
7475,8247
7578,8247
7606,8247
7633,8247
7639,8247
7729,8247
7742,8247
7789,8247
7790,8247
7811,8247
7892,8247
7920,8247
7946,8247
7992,8247
8006,8247
8016,8247
8021,8247
8230,8247
8240,8247
8247,8783
8247,9042
8247,8396
8247,8584
8247,8364
8247,8503
8247,9090
8247,9036
8247,8526
8247,8962
8247,8268
8247,8491
8247,9219
8247,9133
8247,8968
8247,8602
8247,8455
8247,8812
1593,4009
4009,5334
4009,6584
4009,7410
4009,5949
4009,8728
4009,6365
4009,8329
4009,4326
315,3778
355,3778
3778,4339
3778,3808
3778,4583
3778,5303
3778,7672
38,9042
92,9042
175,9042
431,9042
510,9042
529,9042
614,9042
623,9042
659,9042
681,9042
699,9042
798,9042
930,9042
962,9042
969,9042
976,9042
1065,9042
1110,9042
1111,9042
1116,9042
1170,9042
1216,9042
1235,9042
1283,9042
1308,9042
1350,9042
1415,9042
1436,9042
1496,9042
1534,9042
1715,9042
1782,9042
1827,9042
1873,9042
1894,9042
1931,9042
2154,9042
2333,9042
2455,9042
2459,9042
2509,9042
2824,9042
2863,9042
3097,9042
3129,9042
3140,9042
3179,9042
3322,9042
3400,9042
3440,9042
3486,9042
3493,9042
3556,9042
3564,9042
3565,9042
3570,9042
3654,9042
3700,9042
3937,9042
3994,9042
4078,9042
4142,9042
4151,9042
4237,9042
4314,9042
4428,9042
4431,9042
4458,9042
4602,9042
4623,9042
4670,9042
4693,9042
4707,9042
4758,9042
4761,9042
4768,9042
4860,9042
4861,9042
4910,9042
4914,9042
4978,9042
5089,9042
5100,9042
5162,9042
5163,9042
5220,9042
5241,9042
5242,9042
5546,9042
5662,9042
5752,9042
5831,9042
6029,9042
6041,9042
6067,9042
6337,9042
6392,9042
6435,9042
6449,9042
6579,9042
6623,9042
6636,9042
6647,9042
6723,9042
6802,9042
6965,9042
7022,9042
7170,9042
7174,9042
7243,9042
7280,9042
7308,9042
7323,9042
7357,9042
7376,9042
7466,9042
7475,9042
7633,9042
7729,9042
7742,9042
7790,9042
7811,9042
7892,9042
7920,9042
7946,9042
7992,9042
8006,9042
8016,9042
8021,9042
8230,9042
8247,9042
8268,9042
8364,9042
8396,9042
8491,9042
8503,9042
8526,9042
8584,9042
8602,9042
8783,9042
8962,9042
8968,9042
9036,9042
9042,9090
9042,9219
9042,9133
10,1194
517,1194
1025,1194
1194,5164
1194,5022
1194,5349
1194,3071
1194,3780
1194,6012
1194,7908
1194,1391
1194,1744
1194,7068
1194,5537
1194,5906
1194,1830
1194,3684
1194,4144
1194,6538
1194,1194
5332,8111
5332,7519
5332,8439
5332,7557
5332,6703
5332,5332
341,5515
341,7324
341,4874
341,8833
341,6984
341,5705
341,8092
341,507
724,4065
1179,4065
2351,4065
3323,4065
4065,5023
4065,5414
4065,5159
4065,6780
4065,8325
4065,4069
4065,6086
4065,6002
177,2675
497,2675
689,2675
1027,2675
1210,2675
1612,2675
1793,2675
2273,2675
2329,2675
2364,2675
2365,2675
2368,2675
2444,2675
2633,2675
2675,5233
2675,8040
2675,5940
2675,4520
2675,9225
2675,6316
2675,3597
2675,5527
2675,8686
2675,6658
2675,7309
2675,7812
2675,8314
2675,4674
2675,5374
2675,6300
2675,4513
2675,8960
2675,8084
2675,5145
2675,6790
2675,7886
2675,2966
2675,4671
2675,5859
2675,2922
2675,8222
2675,2788
2675,7786
2675,8500
2675,4563
2675,4186
2675,5389
2675,6098
2675,3862
52,8109
52,3576
52,4745
52,8505
52,9123
52,6619
52,1757
52,8881
52,1464
52,7052
52,6516
52,8582
52,52
52,1811
52,5938
52,2719
52,2099
52,3504
52,7080
52,8492
52,1126
52,2015
173,3193
269,3193
271,3193
721,3193
796,3193
1249,3193
1387,3193
1653,3193
1837,3193
1860,3193
2186,3193
2321,3193
2457,3193
2472,3193
2954,3193
3193,6028
3193,8162
3193,8837
3193,6850
3193,3877
3193,8312
3193,8047
3193,7258
3193,5020
3193,8618
3193,3202
3193,7189
3193,6204
3193,3860
3193,5844
3193,3732
3193,4871
3193,8332
3193,6268
3193,3832
3193,4600
3193,5123
3193,6498
3193,4275
3193,4555
3193,4160
3193,8382
3193,4675
3193,6181
3193,3539
3193,4350
3193,5053
3193,3344
3193,5337
3193,4818
3193,8982
3193,8728
3193,6304
3193,6209
3193,8584
3193,7482
3193,3369
3193,7864
3193,8123
3193,5612
3193,9216
38,4623
92,4623
175,4623
431,4623
510,4623
529,4623
614,4623
623,4623
659,4623
681,4623
699,4623
798,4623
930,4623
962,4623
969,4623
976,4623
1065,4623
1110,4623
1111,4623
1116,4623
1170,4623
1216,4623
1235,4623
1283,4623
1308,4623
1350,4623
1415,4623
1436,4623
1496,4623
1534,4623
1715,4623
1782,4623
1827,4623
1873,4623
1894,4623
1931,4623
2154,4623
2333,4623
2455,4623
2459,4623
2509,4623
2824,4623
2863,4623
3097,4623
3129,4623
3140,4623
3179,4623
3322,4623
3400,4623
3440,4623
3486,4623
3493,4623
3556,4623
3564,4623
3565,4623
3570,4623
3654,4623
3700,4623
3937,4623
3994,4623
4078,4623
4142,4623
4151,4623
4237,4623
4314,4623
4428,4623
4431,4623
4458,4623
4602,4623
4623,8783
4623,5662
4623,7376
4623,8021
4623,9042
4623,4758
4623,8247
4623,7466
4623,7946
4623,7170
4623,5831
4623,7892
4623,7920
4623,6392
4623,4670
4623,8230
4623,8396
4623,7323
4623,4860
4623,6636
4623,7022
4623,7742
4623,6435
4623,4707
4623,7992
4623,5242
4623,8584
4623,6647
4623,7811
4623,7729
4623,8364
4623,7475
4623,8503
4623,9090
4623,6802
4623,5162
4623,5100
4623,6337
4623,6579
4623,7174
4623,9036
4623,5163
4623,4761
4623,5546
4623,6723
4623,6029
4623,4693
4623,5752
4623,6965
4623,6067
4623,8526
4623,8962
4623,8006
4623,8268
4623,7633
4623,4910
4623,6449
4623,6623
4623,8491
4623,7280
4623,6041
4623,7243
4623,5220
4623,9219
4623,7790
4623,7357
4623,9133
4623,5241
4623,8016
4623,7308
4623,8968
4623,4978
4623,4861
4623,8602
4623,4914
4623,5089
4623,4768
17,8582
32,8582
48,8582
52,8582
258,8582
269,8582
270,8582
336,8582
366,8582
407,8582
498,8582
584,8582
614,8582
708,8582
722,8582
798,8582
803,8582
814,8582
933,8582
978,8582
996,8582
1030,8582
1036,8582
1236,8582
1367,8582
1418,8582
1509,8582
1534,8582
1555,8582
1614,8582
1616,8582
1886,8582
1905,8582
1913,8582
1951,8582
2022,8582
2036,8582
2070,8582
2154,8582
2290,8582
2297,8582
2298,8582
2306,8582
2477,8582
2599,8582
2617,8582
2620,8582
2661,8582
2704,8582
2728,8582
2774,8582
2779,8582
2844,8582
3069,8582
3076,8582
3189,8582
3282,8582
3294,8582
3363,8582
3373,8582
3538,8582
3698,8582
3737,8582
3750,8582
4234,8582
4275,8582
4314,8582
4339,8582
4446,8582
4567,8582
4588,8582
4599,8582
4640,8582
4707,8582
4761,8582
5006,8582
5160,8582
5162,8582
5242,8582
5413,8582
5416,8582
5467,8582
5475,8582
5541,8582
5546,8582
5604,8582
5674,8582
5763,8582
5768,8582
5816,8582
5853,8582
5946,8582
6021,8582
6041,8582
6131,8582
6181,8582
6245,8582
6468,8582
6501,8582
6516,8582
6544,8582
6564,8582
6616,8582
6657,8582
6667,8582
6771,8582
6832,8582
6874,8582
6876,8582
6908,8582
6943,8582
6952,8582
6987,8582
7009,8582
7011,8582
7065,8582
7130,8582
7170,8582
7243,8582
7323,8582
7342,8582
7373,8582
7523,8582
7532,8582
7537,8582
7557,8582
7610,8582
7632,8582
7710,8582
7784,8582
7995,8582
8024,8582
8038,8582
8050,8582
8191,8582
8320,8582
8345,8582
8397,8582
8582,8926
8582,9030
8582,9082
8582,8962
8582,8584
8582,8981
8582,8783
8582,8695
8582,8923
8582,8862
8582,9142
151,1589
381,1589
769,1589
946,1589
1589,5948
1589,7733
1589,2771
1589,1763
1589,8157
1589,2734
1589,7939
1589,7421
1589,5682
1589,4508
1589,9139
1589,8373
1589,6934
1589,4631
1589,5248
68,4299
78,4299
212,4299
236,4299
480,4299
597,4299
832,4299
900,4299
916,4299
1113,4299
1579,4299
1750,4299
1938,4299
2011,4299
2083,4299
2603,4299
2776,4299
3189,4299
3286,4299
3573,4299
3639,4299
3679,4299
3714,4299
3876,4299
4007,4299
4143,4299
4290,4299
4299,8907
4299,6753
4299,6575
4299,9190
4299,6786
4299,7125
4299,4472
4299,5048
4299,6800
4299,8935
4299,9208
4299,8581
4299,7571
4299,5067
4299,6576
4299,7447
4299,7948
4299,8645
4299,7148
4299,8096
4299,7966
4299,7723
4299,8390
4299,5109
4299,8536
4299,8809
4299,5260
4299,7142
4299,8631
4299,5802
17,1614
32,1614
121,1614
234,1614
258,1614
269,1614
270,1614
366,1614
401,1614
407,1614
414,1614
440,1614
498,1614
584,1614
614,1614
623,1614
722,1614
759,1614
798,1614
803,1614
969,1614
982,1614
1030,1614
1036,1614
1048,1614
1084,1614
1166,1614
1183,1614
1236,1614
1241,1614
1272,1614
1415,1614
1418,1614
1509,1614
1519,1614
1532,1614
1534,1614
1558,1614
1614,2774
1614,4446
1614,7011
1614,2661
1614,2844
1614,6876
1614,8582
1614,7784
1614,3538
1614,5763
1614,5475
1614,7710
1614,3294
1614,7373
1614,2728
1614,8926
1614,3373
1614,8783
1614,4160
1614,3374
1614,8320
1614,3116
1614,4289
1614,1676
1614,2881
1614,1767
1614,3737
1614,2477
1614,7167
1614,5768
1614,1616
1614,2154
1614,2290
1614,6952
1614,4721
1614,4339
1614,5495
1614,3839
1614,4371
1614,2672
1614,6544
1614,6029
1614,5053
1614,2453
1614,4670
1614,5853
1614,1729
1614,3974
1614,6547
1614,2599
1614,3477
1614,4599
1614,3209
1614,8396
1614,2082
1614,3658
1614,7877
1614,3715
1614,7323
1614,3069
1614,1951
1614,6832
1614,5843
1614,2620
1614,1886
1614,3274
1614,2298
1614,2271
1614,5117
1614,3869
1614,8584
1614,7767
1614,4876
1614,7109
1614,3833
1614,1813
1614,6041
1614,2150
1614,4275
1614,6679
1614,5173
1614,9175
1614,3004
1614,5416
1614,4569
1614,4640
1614,8251
1614,3076
1614,5873
1614,2778
1614,4234
1614,4593
1614,6315
1614,7160
1614,6186
1614,5162
1614,8362
1614,5006
1614,8774
1614,2157
1614,8817
1614,7253
1614,8981
1614,6245
1614,5541
1614,6181
1614,4588
1614,7170
1614,8050
1614,9030
1614,1905
1614,9082
1614,6874
1614,7557
1614,4314
1614,8962
1614,3189
1614,4707
1614,7130
1614,5242
1614,8038
1614,7537
1614,6021
1614,7632
1614,3363
1614,5160
1614,7065
1614,6501
1614,7376
1614,5816
1614,3121
1614,4761
1614,3453
1614,3151
1614,6616
1614,5479
1614,7342
1614,6866
1614,3123
1614,8550
1614,8191
99,5328
232,5328
242,5328
438,5328
453,5328
757,5328
1475,5328
1593,5328
2000,5328
2028,5328
2294,5328
2470,5328
2495,5328
2787,5328
2885,5328
4045,5328
4051,5328
4369,5328
4490,5328
5149,5328
5251,5328
5276,5328
5328,9105
5328,5370
5328,6234
5328,6902
5328,7043
5328,6508
5328,8355
5328,6785
5328,8067
5328,8159
5328,9125
5328,8893
5328,5893
5328,6302
5328,9187
5328,8674
5328,7794
5328,7383
5328,6365
1019,3797
3143,3797
3797,5090
3797,6047
3797,6701
3797,8483
12,6922
105,6922
461,6922
1707,6922
3283,6922
6057,6922
6922,6988
6922,9205
6922,7669
6922,7129
1212,8777
1212,7904
1212,6874
1212,8094
38,1715
92,1715
175,1715
431,1715
510,1715
529,1715
614,1715
623,1715
659,1715
681,1715
699,1715
798,1715
930,1715
962,1715
969,1715
976,1715
1065,1715
1110,1715
1111,1715
1116,1715
1170,1715
1216,1715
1235,1715
1283,1715
1308,1715
1350,1715
1415,1715
1436,1715
1496,1715
1534,1715
1715,3564
1715,8783
1715,5662
1715,7376
1715,4458
1715,8021
1715,9042
1715,4758
1715,3556
1715,8247
1715,3700
1715,7466
1715,3654
1715,7946
1715,2154
1715,3493
1715,2824
1715,7170
1715,5831
1715,7892
1715,7920
1715,6392
1715,4670
1715,8230
1715,8396
1715,4623
1715,7323
1715,4860
1715,6636
1715,4428
1715,3440
1715,7022
1715,4314
1715,7742
1715,6435
1715,4707
1715,1827
1715,7992
1715,5242
1715,8584
1715,4151
1715,6647
1715,7811
1715,7729
1715,8364
1715,3565
1715,1931
1715,7475
1715,8503
1715,9090
1715,6802
1715,5162
1715,5100
1715,6337
1715,3400
1715,6579
1715,7174
1715,3937
1715,9036
1715,5163
1715,3322
1715,4761
1715,5546
1715,6723
1715,3140
1715,6029
1715,3097
1715,2333
1715,2455
1715,3486
1715,4693
1715,5752
1715,4431
1715,6965
1715,6067
1715,4078
1715,4602
1715,8526
1715,2863
1715,1873
1715,3129
1715,3570
1715,8962
1715,2459
1715,8006
1715,4237
1715,8268
1715,7633
1715,4910
1715,1894
1715,6449
1715,2509
1715,6623
1715,8491
1715,7280
1715,6041
1715,4142
1715,7243
1715,5220
1715,9219
1715,7790
1715,7357
1715,3179
1715,9133
1715,5241
1715,8016
1715,7308
1715,8968
1715,1782
1715,4978
1715,4861
1715,8602
1715,4914
1715,5089
1715,3994
1715,4768
436,4197
1112,4197
1329,4197
1449,4197
1736,4197
2406,4197
2688,4197
2754,4197
2868,4197
3857,4197
3870,4197
4085,4197
4197,7367
4197,5662
4197,7721
4197,4748
4197,7395
4197,7193
4197,4929
4197,4776
4197,8756
4197,6966
4197,8778
4197,6320
4197,6763
1198,4127
3217,4127
4127,7205
4127,5589
4127,6921
4127,6193
4127,7826
4127,8905
4127,4391
4127,5704
4127,6341
17,4707
32,4707
38,4707
92,4707
175,4707
258,4707
269,4707
270,4707
366,4707
407,4707
431,4707
498,4707
510,4707
529,4707
584,4707
614,4707
623,4707
659,4707
681,4707
699,4707
722,4707
798,4707
803,4707
814,4707
930,4707
962,4707
969,4707
976,4707
1030,4707
1036,4707
1065,4707
1110,4707
1111,4707
1116,4707
1170,4707
1216,4707
1235,4707
1236,4707
1283,4707
1308,4707
1350,4707
1415,4707
1418,4707
1436,4707
1496,4707
1509,4707
1534,4707
1614,4707
1616,4707
1715,4707
1767,4707
1782,4707
1827,4707
1873,4707
1886,4707
1894,4707
1905,4707
1913,4707
1931,4707
1951,4707
2070,4707
2154,4707
2271,4707
2290,4707
2298,4707
2306,4707
2333,4707
2455,4707
2459,4707
2473,4707
2477,4707
2509,4707
2599,4707
2620,4707
2661,4707
2774,4707
2779,4707
2824,4707
2863,4707
3069,4707
3076,4707
3097,4707
3129,4707
3140,4707
3179,4707
3189,4707
3274,4707
3282,4707
3322,4707
3363,4707
3373,4707
3400,4707
3440,4707
3486,4707
3493,4707
3538,4707
3556,4707
3564,4707
3565,4707
3570,4707
3654,4707
3700,4707
3737,4707
3750,4707
3937,4707
3974,4707
3994,4707
4078,4707
4142,4707
4151,4707
4234,4707
4237,4707
4275,4707
4314,4707
4339,4707
4428,4707
4431,4707
4458,4707
4588,4707
4599,4707
4602,4707
4623,4707
4640,4707
4670,4707
4693,4707
4707,8783
4707,5662
4707,7376
4707,8021
4707,9042
4707,4758
4707,8247
4707,7466
4707,7946
4707,7170
4707,5831
4707,7892
4707,7920
4707,6392
4707,8230
4707,8396
4707,7323
4707,4860
4707,6636
4707,7022
4707,7742
4707,6435
4707,7992
4707,5242
4707,8584
4707,6647
4707,7811
4707,7729
4707,8364
4707,7475
4707,8503
4707,9090
4707,6802
4707,5162
4707,5100
4707,6337
4707,6579
4707,7174
4707,9036
4707,5163
4707,4761
4707,5546
4707,6723
4707,6029
4707,5752
4707,6965
4707,6067
4707,8526
4707,8962
4707,8006
4707,8268
4707,7633
4707,4910
4707,6449
4707,6623
4707,8491
4707,7280
4707,6041
4707,7243
4707,5220
4707,9219
4707,7790
4707,7357
4707,9133
4707,5241
4707,8016
4707,7308
4707,8968
4707,4978
4707,4861
4707,8602
4707,4914
4707,5089
4707,4768
4707,6245
4707,5541
4707,8320
4707,6181
4707,5768
4707,6952
4707,8050
4707,5853
4707,9030
4707,8582
4707,9082
4707,6874
4707,7557
4707,6832
4707,7130
4707,8038
4707,7537
4707,6021
4707,5416
4707,5475
4707,7632
4707,5160
4707,7065
4707,6501
4707,8981
4707,6749
4707,5816
4707,5946
4707,8397
4707,8923
4707,8375
4707,6131
4707,4876
4707,6186
4707,8191
4707,7253
4707,8695
4707,6943
4707,6544
4707,7995
4707,7784
4707,5604
4707,6616
4707,7342
4707,6908
4707,5006
4707,7373
17,6832
32,6832
121,6832
159,6832
234,6832
258,6832
269,6832
270,6832
366,6832
401,6832
407,6832
414,6832
440,6832
498,6832
584,6832
611,6832
614,6832
623,6832
722,6832
759,6832
798,6832
803,6832
814,6832
969,6832
982,6832
1036,6832
1048,6832
1084,6832
1166,6832
1183,6832
1236,6832
1241,6832
1272,6832
1415,6832
1418,6832
1509,6832
1519,6832
1532,6832
1534,6832
1558,6832
1614,6832
1616,6832
1676,6832
1699,6832
1729,6832
1767,6832
1813,6832
1886,6832
1905,6832
1913,6832
1951,6832
2070,6832
2082,6832
2150,6832
2154,6832
2157,6832
2271,6832
2290,6832
2298,6832
2306,6832
2453,6832
2477,6832
2599,6832
2620,6832
2661,6832
2672,6832
2728,6832
2774,6832
2778,6832
2779,6832
2844,6832
2881,6832
3004,6832
3069,6832
3076,6832
3116,6832
3121,6832
3123,6832
3151,6832
3189,6832
3209,6832
3274,6832
3282,6832
3294,6832
3363,6832
3373,6832
3374,6832
3453,6832
3477,6832
3538,6832
3658,6832
3680,6832
3715,6832
3737,6832
3750,6832
3833,6832
3839,6832
3869,6832
3974,6832
4054,6832
4078,6832
4160,6832
4234,6832
4275,6832
4289,6832
4314,6832
4339,6832
4371,6832
4446,6832
4569,6832
4588,6832
4593,6832
4599,6832
4640,6832
4670,6832
4672,6832
4707,6832
4721,6832
4761,6832
4876,6832
5006,6832
5013,6832
5053,6832
5117,6832
5160,6832
5162,6832
5173,6832
5242,6832
5416,6832
5475,6832
5479,6832
5495,6832
5541,6832
5546,6832
5604,6832
5725,6832
5763,6832
5768,6832
5816,6832
5843,6832
