0,2708910049,,4,0.000078
15,2772231905,,0,0.000081
4598,214529110,,0,0.00013
6273,1134496739,,0,0.000081
7850,1765660009,,0,0.000137
8891,2066790507,,0,0.000081
8075,2123690654,,0,0.000137
632,2402468402,,0,0.000081
4550,2688353846,,0,0.000083
4589,2805712129,,0,0.000081
46,2603727923,,0,0.000071
8225,2032761405,,0,0.000071
4590,2093504535,,0,0.000071
3024,2161175833,,0,0.000123
2525,2229890911,,0,0.000071
1881,2725853499,,0,0.000074
109,2137278903,,0,0.000072
8568,1985807173,,0,0.000072
6984,2018953229,,0,0.000115
5705,2123979692,,0,0.000166
1979,2215148299,,0,0.000206
3725,2215824014,,0,0.000073
5165,2253690643,,0,0.000072
8092,2406269835,,0,0.00021
3981,2973472275,,0,0.000072
157,2026239133,,0,0.000077
6472,329772266,,0,0.000077
6566,331092730,,0,0.000077
6626,1253593799,,0,0.000077
8959,2060686258,,0,0.000077
5702,2147926659,,0,0.000077
4874,2618057878,,0,0.000129
5071,3012369685,,0,0.000079
283,2604442669,,0,0.000075
5206,2146379963,,0,0.000194
8984,2308860104,,0,0.000075
5216,2745393546,,0,0.000077
7938,2712438130,,0,0.000075
852,2777823328,,0,0.000075
2983,2903231207,,0,0.000075
341,2008813448,,0,0.000071
5515,1375313119,,0,0.000071
7324,1965353152,,0,0.000073
8833,3097217331,,0,0.000071
507,2422963733,,0,0.000071
388,2223281929,,0,0.000098
411,1925947950,,0,0.000168
2986,1972224724,,0,0.000098
443,1999038396,,0,0.000098
2589,2028193555,,0,0.000098
3673,2032205777,,0,0.000098
9016,2150973837,,0,0.000098
1478,2226595486,,0,0.000232
4481,2310791418,,0,0.000149
2296,2550582960,,0,0.000098
5622,2553066116,,0,0.000098
7075,2554422358,,0,0.000098
6158,2809005060,,0,0.000098
7095,2136059126,,0,0.000098
404,2053503556,,0,0.000068
7127,1663921584,,0,0.000066
8399,2037254362,,0,0.000068
8445,2490171093,,0,0.000066
2401,2781748814,,0,0.000066
8879,192402092,,0,0.000091
7988,2016918029,,0,0.000091
3563,2125549204,,0,0.00015
8430,2433243850,,0,0.000091
6496,2524664024,,0,0.000091
4649,2530724831,,0,0.000091
7199,2891425849,,0,0.000091
3619,2947666988,,0,0.000091
6451,3121906696,,0,0.000091
490,2529722237,,0,0.000068
4523,2025383941,,0,0.000068
5268,2109806908,,0,0.000068
8575,2155337485,,0,0.00007
3949,2275171290,,0,0.00007
3455,2421930486,,0,0.000118
4063,3183039932,,0,0.000068
937,2461262052,,0,0.000102
6755,1498795354,,0,0.000047
8019,2111397289,,0,0.000043
1780,1937561647,,0,0.000073
4683,2862671008,,0,0.000075
2848,2948474207,,0,0.000073
2024,3010152679,,0,0.000073
5862,2153276709,,0,0.000073
975,2039810517,,0,0.000079
5250,2097853854,,0,0.000166
1470,2135593917,,0,0.000079
9020,2986881465,,0,0.000086
1064,2173302185,,0,0.000039
8135,2901989990,,0,0.000043
