nodeID,nodeLabel,communityID
797,1969152907,5
798,2066703253,2
799,2540614547,56
800,2437884505,90
801,3021917244,73
802,2889044904,26
803,2126516668,2
804,2790855912,66
805,2104378155,22
806,2090098114,23
807,2134578048,53
808,254011010,38
809,3080520788,92
810,2903979403,38
811,2409090675,23
812,732284151,33
813,2144036590,25
814,2121800337,2
815,2745113786,83
816,1852534767,25
817,1821336677,95
818,2652662306,45
819,3037286652,52
820,3018846602,86
821,366484831,27
822,2485924349,86
823,2308727114,10
824,2153991120,22
825,2322448922,9
826,2136814557,0
827,2166307281,75
828,2655012180,24
829,2144211423,15
830,1926471335,83
831,2284741222,17
832,1976992185,15
833,2071586441,13
834,2154016267,23
835,2102159919,80
836,2945202006,84
837,3087647342,94
838,2925053247,8
839,2792039355,25
840,2109343811,13
841,2216497626,28
842,1278955406,50
843,2142290638,17
844,2170818871,50
845,3174256170,25
846,2311233060,46
847,2033129495,30
848,2056686720,30
849,2005518716,46
850,2025650401,13
851,2141878570,23
852,2777823328,18
853,2327901882,26
854,2141211580,45
855,2014696282,24
856,2237424848,17
857,2739682187,53
858,2146130108,22
859,2169973091,30
860,2317815993,27
861,2008961097,11
862,1843786645,30
863,2166657362,13
864,2893957191,53
865,2939073916,84
866,2797446525,93
867,2029869573,10
868,2095406435,36
869,2106808203,95
870,1999975711,2
871,2081408153,13
872,2190258882,10
873,1977608640,30
874,2130955994,75
875,2430229886,10
876,2916951086,70
877,2093583282,50
878,3047932357,27
879,1466635336,45
880,1949227090,33
881,2914892873,4
882,2428475773,20
883,2239800699,89
884,687695067,23
885,2795112348,36
886,2906333488,73
887,2061840257,69
888,2103929006,38
889,2227816098,33
890,1970736718,60
891,2311530707,5
892,2940931943,95
893,1965209569,2
894,2789344274,5
895,1235058181,92
896,674459776,30
897,1964371157,56
898,3092202862,75
899,2501030495,54
900,2111025373,15
901,2143695310,45
902,1992347061,20
903,2752820270,23
904,2614096342,80
905,2790124676,95
906,2007034196,13
907,2096304056,40
908,2492047791,5
909,2151445818,48
910,2937556269,50
911,2122147695,81
912,2165216472,30
913,1949535982,13
914,2039532997,22
915,2129510674,54
916,2139406337,15
917,160368821,16
918,1645903071,9
919,2109282919,38
920,2986476595,5
921,2098466031,83
922,225897104,10
923,2595529878,94
924,2767941601,23
925,284284314,73
926,2167280098,84
927,2102307129,59
928,2123771072,38
929,2169039748,92
930,2414372635,2
931,2477569474,60
932,2035189433,30
933,2316202142,46
934,2094757181,52
935,2099921409,51
936,1991917007,38
937,2461262052,18
938,2753218838,6
939,2182734503,19
940,1217601434,84
941,2051781402,36
942,2970370295,27
943,1986921364,73
944,158283798,8
945,3176622416,80
946,2036964593,85
947,2584757519,53
948,3199721376,39
949,2073516564,33
950,1932840343,17
951,2482057402,58
952,2899556231,5
953,2423519373,39
954,2009525601,15
955,2796244394,17
956,2894600704,32
957,1257522006,80
958,1226674899,7
959,2141469534,83
960,2811415372,64
961,2907668325,59
962,2019362522,2
963,1986953484,94
964,2041266397,8
965,2181574971,75
966,230028974,89
967,305806502,15
968,2175485186,10
969,243962069,2
970,2008046376,13
971,2840034526,15
972,2796760184,36
973,2229912291,78
974,3066866663,23
975,2039810517,18
976,350541580,2
977,2677965788,75
978,360685283,46
979,2129091310,17
980,2250979563,51
981,3116238641,58
982,2896148337,2
983,2978468605,73
984,301207702,93
985,2430991756,33
986,3083293564,8
987,2624484323,52
988,2502313251,14
989,2514617167,93
990,1928549092,50
991,2042045111,52
992,3005635097,60
993,2190302831,60
994,1133919562,75
995,33432191,9
996,2806444523,46
997,2310322123,34
998,2130493467,3
999,1992692522,87
1000,2278606710,93
1001,2303034071,45
1002,2510321433,25
1003,2018829898,34
1004,2168241156,95
1005,2226543383,10
1006,1973536267,37
1007,3119550638,27
1008,657651177,58
1009,2303395250,94
1010,3033251816,23
1011,2177586528,22
1012,1951716919,23
1013,2003254380,8
1014,1970532654,2
1015,2323794299,29
1016,2187983499,9
1017,2470022498,50
1018,2251517630,81
1019,305361109,33
1020,2003065580,17
1021,2005614850,32
1022,2581109442,50
1023,2940497312,20
1024,2029779620,30
1025,727847185,24
1026,2072291449,60
1027,2690750174,9
1028,2615443982,56
1029,2604564972,43
1030,2494134502,2
1031,2147094027,7
1032,2763321963,95
1033,2296466475,26
1034,2763548289,81
1035,1947533593,50
1036,2159321696,2
1037,2765513065,9
1038,2159237816,52
1039,2955243947,27
1040,2007644149,91
1041,2168698304,14
1042,2418140585,17
1043,2001181911,8
1044,2236766136,37
1045,1836391499,91
1046,2791567057,65
1047,2806230107,43
1048,2118575078,2
1049,1476360569,20
1050,2771246129,17
1051,2789572743,51
1052,2140317559,52
1053,2098979455,13
1054,2255363631,17
1055,2956900571,31
1056,2146603677,57
1057,1302747257,14
1058,2359689549,73
1059,3092026427,87
1060,2197682843,45
1061,1803669532,49
1062,2921629128,87
1063,2421694400,33
1064,2173302185,18
1065,2093643679,2
1066,1960190952,84
1067,2891781112,73
1068,2903911711,85
1069,1120868789,30
1070,343008838,2
1071,2783075679,13
1072,1877103077,27
1073,2601497480,8
1074,2075436000,50
1075,2997308621,35
1076,3114072635,53
1077,2098486876,15
1078,2032304809,9
1079,2145420194,38
1080,2345540909,85
1081,2476377168,16
1082,288879515,85
1083,2915911234,81
1084,2000796728,2
1085,2244833322,50
1086,2517454635,34
1087,2104279826,33
1088,2153067768,45
1089,2946390107,25
1090,2955959333,17
1091,2098042198,10
1092,2170551829,19
1093,2041742487,38
1094,2898891000,45
1095,2615064438,13
1096,973653805,15
1097,2048843425,15
1098,2918905182,56
1099,2985167799,60
1100,2183863265,60
1101,1970277856,30
1102,2762414534,73
1103,2051147632,7
1104,2884750967,73
1105,72982933,56
1106,2121181086,92
1107,2441516151,85
1108,2949238215,30
1109,2082321742,81
1110,1517765408,2
1111,2833885519,2
1112,2590360929,67
1113,2652196990,15
1114,2163801082,91
1115,2591090956,15
1116,2771201083,2
1117,3191764664,81
1118,3102843036,17
1119,2114795606,4
1120,1971908966,9
1121,1959923421,73
1122,2083678345,32
1123,3007045624,34
1124,2056199370,93
1125,2161439560,9
1126,2968916583,50
1127,1772016085,66
1128,2920044975,4
1129,2942285556,20
1130,2169460321,65
1131,3015603934,27
1132,2096577533,56
1133,2072973842,5
1134,2543605080,51
1135,3174707618,85
1136,1864878341,22
1137,2763034730,5
1138,2738578020,73
1139,2789479839,52
1140,2127013688,8
1141,2218695118,39
1142,2164569788,81
1143,2109728635,38
1144,2790310156,52
1145,2068450229,9
1146,2304063770,16
1147,2150346552,84
1148,2107602446,36
1149,3069175861,91
1150,2577938797,27
1151,2246113362,36
1152,2977302726,27
1153,1540432731,10
1154,2013999105,42
1155,2141328167,84
1156,2097304104,56
1157,3019940579,75
1158,2121069627,89
1159,2986962386,50
1160,2585051678,86
1161,2089470663,83
1162,2807259294,13
1163,2805879962,20
1164,2577143968,17
1165,2893695888,11
1166,2558176341,2
1167,2981191898,5
1168,2803112177,10
1169,2906840254,0
1170,2122667194,2
1171,2291932317,30
1172,2797220262,62
1173,2476985414,56
1174,1230411361,73
1175,2887168391,84
1176,2791892383,78
1177,2978541531,66
1178,1231128095,17
1179,2173944243,12
1180,2006673841,80
1181,2729164692,33
1182,57094740,21
1183,63086349,2
1184,2110975190,75
1185,2132383167,5
1186,3097322662,70
1187,2111784444,13
1188,2159092829,73
1189,3006031782,60
1190,2601752865,46
1191,153518130,50
1192,2127377099,5
1193,2103146367,22
1194,2154146661,24
1195,333884545,17
1196,2936485100,30
1197,3045257726,46
1198,2050335925,52
1199,514027966,33
1200,2020399141,17
1201,2098748230,15
1202,2771034337,61
1203,3017518385,3
1204,2493682728,50
1205,2158764093,36
1206,2137698229,31
1207,2077182741,7
1208,2152081723,30
1209,2441587565,30
1210,2586436866,9
1211,2914455078,25
1212,2156699164,2
1213,1980583334,51
1214,2658361909,73
1215,2151916081,14
1216,2611000862,2
1217,2139295961,38
1218,2796701960,17
1219,2940130907,17
1220,2461415121,10
1221,2256900389,34
1222,2591426756,65
1223,2148500320,40
1224,2487317312,79
1225,2055098437,18
1226,2034157979,52
1227,2267656787,79
1228,1484473758,27
1229,2169215681,22
1230,3016098410,17
1231,3041987094,81
1232,1014710959,50
1233,1867412276,86
1234,1239724523,56
1235,2121354338,2
1236,2169833637,2
1237,2908224202,54
1238,2784166557,7
1239,1426262487,27
1240,2660589482,24
1241,2559565495,2
1242,2097884927,27
1243,2096421654,38
1244,2171252041,56
1245,2303992552,46
1246,2568694649,34
1247,2758707377,43
1248,2098410080,89
1249,2271487697,33
1250,2007753060,9
1251,2566946275,75
1252,2648842525,40
1253,2012105927,44
1254,2891054721,17
1255,3090604981,3
1256,2333129236,36
1257,2086393066,84
1258,2006973166,30
1259,3124614640,73
1260,3133246799,29
1261,2039452217,14
1262,2160209769,13
1263,2303953060,17
1264,1514634589,94
1265,2098849456,25
1266,2886138218,15
1267,2123704502,91
1268,3164204697,5
1269,2093335318,9
1270,2114170431,84
1271,2112259140,41
1272,1496465856,2
1273,2072898194,13
1274,2806423143,16
1275,2028675867,69
1276,2274164696,46
1277,2308975536,32
1278,165775700,93
1279,2791066435,54
1280,2421717660,75
1281,2972457639,73
1282,3182720348,56
1283,2066802861,2
1284,2037773147,44
1285,2165587968,84
1286,2117826138,27
1287,3099285190,67
1288,2568248728,40
1289,2258357691,9
1290,2954222603,17
1291,2019594575,60
1292,1983536996,92
1293,2970172641,36
1294,1934144927,84
1295,2614557476,43
1296,2168731988,22
1297,1426709927,35
1298,299785565,50
1299,2034944902,50
1300,2169424478,0
1301,2667226331,73
1302,2164246097,27
1303,2434197302,15
1304,2914905969,83
1305,2974832398,73
1306,2941816505,20
1307,2016358505,9
1308,2084014498,2
1309,2152544420,10
1310,3017097760,68
1311,2422661611,27
1312,2235822541,95
1313,2934799562,55
1314,1900233535,58
1315,68296896,56
1316,2619019659,16
1317,1980155241,78
1318,1074735714,8
1319,2800381752,60
1320,3183895326,45
1321,2095897985,27
1322,2340081525,75
1323,2525716293,8
1324,2139784248,22
1325,2420114249,80
1326,2969338860,7
1327,3013137910,52
1328,2075957773,25
1329,2965715294,67
1330,2196305615,71
1331,2112065249,79
1332,2309986635,51
1333,2119465498,8
1334,2609318842,34
1335,2168768423,16
1336,2169907565,70
1337,2620332061,35
1338,2616823354,33
1339,2995056380,73
1340,2105993855,92
1341,2777787362,65
1342,2765358321,56
1343,2765499294,52
1344,266432052,89
1345,2119694316,91
1346,2898196775,27
1347,1573323843,66
1348,1985412355,30
1349,3114590232,60
1350,2116643347,2
1351,2120676105,95
1352,344093867,9
1353,2441056848,89
1354,305284901,2
1355,3214722392,81
1356,2251694182,84
1357,2102180311,5
1358,2308473129,52
1359,225668307,30
1360,2105459894,50
1361,2323100852,9
1362,2090818388,52
1363,2542552055,5
1364,2156181707,10
1365,1972423184,26
1366,1743503206,30
1367,2098651770,72
1368,2070528204,95
1369,2529247750,8
1370,2736454669,83
1371,1966056315,32
1372,2661484365,94
1373,2306712775,11
1374,2722517216,24
1375,2580817760,7
1376,2891883099,73
1377,2101930580,52
1378,2289804598,9
1379,334376342,17
1380,2102404110,6
1381,2163598029,84
1382,3003663344,40
1383,2645648137,70
1384,2617370219,69
1385,2884593527,5
1386,1964220747,13
1387,2177286373,33
1388,3000307214,87
1389,2168310818,71
1390,2323108434,81
1391,2143862878,24
1392,2948035455,24
1393,2802765373,60
1394,2709880815,91
1395,2496661212,50
1396,2765300834,10
1397,2568489201,41
1398,2404346499,70
1399,2049223212,80
1400,2158058753,75
1401,3205144559,60
1402,2473500335,52
1403,2119451697,53
1404,2677273714,23
1405,2099847585,33
1406,2042251240,33
1407,2891823779,31
1408,2047758315,27
1409,2157092142,32
1410,2443350175,10
1411,2119226549,91
1412,2762113954,70
1413,1239404947,44
1414,3213693900,85
1415,2166858707,2
1416,2143516347,73
1417,318450155,34
1418,2114460589,2
1419,2131755984,89
1420,2061224103,30
1421,2780541317,75
1422,2782038916,25
1423,2785746492,35
1424,3012350621,92
1425,3033378184,27
1426,2162809602,67
1427,2809728418,60
1428,2653841220,35
1429,2116152781,9
1430,1982502926,91
1431,2139977664,17
1432,3213285170,95
1433,2128400860,45
1434,2136505937,24
1435,2166270225,7
1436,2096764124,2
1437,1898868671,60
1438,3045574701,86
1439,1775025282,35
1440,2167110402,50
1441,2923471656,69
1442,662966311,32
1443,2275161209,9
1444,2676417841,27
1445,2572778915,74
1446,2145942767,37
1447,2290577226,30
1448,3013001960,69
1449,2154410775,67
1450,2097016655,50
1451,2802818073,13
1452,2009296409,29
1453,2182409079,84
1454,2813767912,90
1455,2955298645,75
1456,2423280648,52
1457,2132739224,17
1458,2728297129,89
1459,2988500580,13
1460,2293287351,30
1461,2161481871,13
1462,1961755499,60
1463,2822655652,69
1464,2173500510,50
1465,2407375261,22
1466,2334879325,66
1467,2663205680,50
1468,2149388848,38
1469,2986663474,73
1470,2135593917,18
1471,2763596344,65
1472,2134325215,66
1473,2979116998,56
1474,2173459175,32
1475,2040569416,86
1476,2781496920,91
1477,1838864451,34
1478,2226595486,18
1479,2618724990,50
1480,2101986153,50
1481,2750086877,13
1482,2101990836,12
1483,2763891167,58
1484,2907868183,27
1485,3173230087,27
1486,2041181195,79
1487,2121324034,14
1488,2408336948,3
1489,2736529258,35
1490,2323768905,91
1491,2726493536,8
1492,2181112814,69
1493,2979020164,24
1494,2111833258,65
1495,3160343172,81
1496,2134543611,2
1497,77862749,35
1498,2179681072,33
1499,1946951095,91
1500,2071704580,89
1501,2017554988,23
